opinion,score,sentiment,neg,neu,pos,compound,vader_sentiment
The constant notifications urging me to play are intrusive and annoying.,2.0,negative,0.191,0.638,0.17,-0.0772,negative
It feels like the game punishes you for trying to play efficiently.,2.0,negative,0.166,0.428,0.406,0.5423,positive
"The Starling characters look nice, but the game itself is uninspired.",1.0,negative,0.0,0.84,0.16,0.2263,positive
The controls feel unresponsive when placing multiple troops quickly.,2.0,negative,0.0,1.0,0.0,0.0,neutral
I wish there was an option to disable PvP entirely. It's too stressful.,3.0,negative,0.206,0.637,0.156,-0.2177,negative
The lack of new maps or zones makes the experience stale very fast.,2.0,negative,0.161,0.839,0.0,-0.3182,negative
You can only join an alliance at a ridiculously high level. Isolation early on.,2.0,negative,0.279,0.601,0.12,-0.4404,negative
The game takes up too much space on my drive for what it offers.,1.0,negative,0.0,1.0,0.0,0.0,neutral
The visual cues for low health are unclear. Units die without me realizing.,3.0,negative,0.444,0.556,0.0,-0.7906,negative
It constantly forces me to update the game every time I launch it.,2.0,negative,0.0,1.0,0.0,0.0,neutral
I stopped playing because a single overpowered unit was ruining the meta.,1.0,negative,0.265,0.612,0.122,-0.2732,negative
The defense layout system is unnecessarily complicated and confusing.,2.0,negative,0.183,0.673,0.144,-0.1027,negative
This is a regression from the original version. Not a true revival.,1.0,negative,0.159,0.683,0.157,-0.0083,neutral
The game is not suitable for players who can't log in multiple times a day.,2.0,negative,0.0,1.0,0.0,0.0,neutral
I was banned for no reason and couldn't get my account back. Terrible policy.,1.0,negative,0.43,0.57,0.0,-0.8074,negative
"The Starling units are too weak, making high-level raids nearly impossible to win.",2.0,negative,0.164,0.621,0.215,0.2263,positive
An underwhelming experience that relies too much on its past popularity.,1.0,negative,0.0,0.763,0.237,0.4767,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Noise cancellation works really well.,4.0,positive,0.0,0.626,0.374,0.3384,positive
Super lightweight and fits perfectly.,4.0,positive,0.0,0.27,0.73,0.8442,positive
Connectivity is fast and stable.,4.0,positive,0.0,0.645,0.355,0.296,positive
Bass is deep and rich!,5.0,positive,0.0,0.507,0.493,0.5983,positive
Super lightweight and fits perfectly.,5.0,positive,0.0,0.27,0.73,0.8442,positive
Perfect for workouts.,4.0,positive,0.0,0.351,0.649,0.5719,positive
Connectivity is fast and stable.,5.0,positive,0.0,0.645,0.355,0.296,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Charging case is compact and handy.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Charging case is compact and handy.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Touch controls are very responsive.,4.0,positive,0.0,0.589,0.411,0.4201,positive
Perfect for workouts.,4.0,positive,0.0,0.351,0.649,0.5719,positive
"Battery life is amazing, King!",5.0,positive,0.0,0.494,0.506,0.6239,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Super lightweight and fits perfectly.,5.0,positive,0.0,0.27,0.73,0.8442,positive
Super lightweight and fits perfectly.,5.0,positive,0.0,0.27,0.73,0.8442,positive
Perfect for workouts.,4.0,positive,0.0,0.351,0.649,0.5719,positive
Bass is deep and rich!,5.0,positive,0.0,0.507,0.493,0.5983,positive
Bass is deep and rich!,4.0,positive,0.0,0.507,0.493,0.5983,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
"Battery life is amazing, King!",5.0,positive,0.0,0.494,0.506,0.6239,positive
"Battery life is amazing, King!",5.0,positive,0.0,0.494,0.506,0.6239,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Touch controls are very responsive.,5.0,positive,0.0,0.589,0.411,0.4201,positive
Charging case is compact and handy.,4.0,positive,0.0,1.0,0.0,0.0,neutral
"Battery life is amazing, King!",4.0,positive,0.0,0.494,0.506,0.6239,positive
Connectivity is fast and stable.,4.0,positive,0.0,0.645,0.355,0.296,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Super lightweight and fits perfectly.,4.0,positive,0.0,0.27,0.73,0.8442,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Touch controls are very responsive.,5.0,positive,0.0,0.589,0.411,0.4201,positive
Touch controls are very responsive.,5.0,positive,0.0,0.589,0.411,0.4201,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Noise cancellation works really well.,4.0,positive,0.0,0.626,0.374,0.3384,positive
Super lightweight and fits perfectly.,4.0,positive,0.0,0.27,0.73,0.8442,positive
Connectivity is fast and stable.,5.0,positive,0.0,0.645,0.355,0.296,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Bass is deep and rich!,5.0,positive,0.0,0.507,0.493,0.5983,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Touch controls are very responsive.,5.0,positive,0.0,0.589,0.411,0.4201,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Connectivity is fast and stable.,5.0,positive,0.0,0.645,0.355,0.296,positive
Charging case is compact and handy.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Touch controls are very responsive.,5.0,positive,0.0,0.589,0.411,0.4201,positive
Super lightweight and fits perfectly.,5.0,positive,0.0,0.27,0.73,0.8442,positive
Noise cancellation works really well.,4.0,positive,0.0,0.626,0.374,0.3384,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Charging case is compact and handy.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Touch controls are very responsive.,5.0,positive,0.0,0.589,0.411,0.4201,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Charging case is compact and handy.,5.0,positive,0.0,1.0,0.0,0.0,neutral
"Battery life is amazing, King!",4.0,positive,0.0,0.494,0.506,0.6239,positive
Love the sleek design 😄,5.0,positive,0.0,0.382,0.618,0.8658,positive
Love the sleek design 😄,5.0,positive,0.0,0.382,0.618,0.8658,positive
Charging case is compact and handy.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Touch controls are very responsive.,4.0,positive,0.0,0.589,0.411,0.4201,positive
Bass is deep and rich!,5.0,positive,0.0,0.507,0.493,0.5983,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Perfect for workouts.,5.0,positive,0.0,0.351,0.649,0.5719,positive
"Battery life is amazing, King!",4.0,positive,0.0,0.494,0.506,0.6239,positive
Super lightweight and fits perfectly.,5.0,positive,0.0,0.27,0.73,0.8442,positive
Perfect for workouts.,4.0,positive,0.0,0.351,0.649,0.5719,positive
Perfect for workouts.,5.0,positive,0.0,0.351,0.649,0.5719,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
"Battery life is amazing, King!",5.0,positive,0.0,0.494,0.506,0.6239,positive
Perfect for workouts.,4.0,positive,0.0,0.351,0.649,0.5719,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Charging case is compact and handy.,4.0,positive,0.0,1.0,0.0,0.0,neutral
"Battery life is amazing, King!",5.0,positive,0.0,0.494,0.506,0.6239,positive
Bass is deep and rich!,5.0,positive,0.0,0.507,0.493,0.5983,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
"Battery life is amazing, King!",5.0,positive,0.0,0.494,0.506,0.6239,positive
Touch controls are very responsive.,4.0,positive,0.0,0.589,0.411,0.4201,positive
Super lightweight and fits perfectly.,4.0,positive,0.0,0.27,0.73,0.8442,positive
"Battery life is amazing, King!",4.0,positive,0.0,0.494,0.506,0.6239,positive
Perfect for workouts.,5.0,positive,0.0,0.351,0.649,0.5719,positive
Love the sleek design 😄,4.0,positive,0.0,0.382,0.618,0.8658,positive
Perfect for workouts.,5.0,positive,0.0,0.351,0.649,0.5719,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Perfect for workouts.,4.0,positive,0.0,0.351,0.649,0.5719,positive
Super lightweight and fits perfectly.,4.0,positive,0.0,0.27,0.73,0.8442,positive
Noise cancellation works really well.,5.0,positive,0.0,0.626,0.374,0.3384,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Connectivity is fast and stable.,5.0,positive,0.0,0.645,0.355,0.296,positive
Touch controls are very responsive.,5.0,positive,0.0,0.589,0.411,0.4201,positive
Bass is deep and rich!,4.0,positive,0.0,0.507,0.493,0.5983,positive
"Battery life is amazing, King!",5.0,positive,0.0,0.494,0.506,0.6239,positive
Love the sleek design 😄,5.0,positive,0.0,0.382,0.618,0.8658,positive
Touch controls are very responsive.,4.0,positive,0.0,0.589,0.411,0.4201,positive
Love the sleek design 😄,5.0,positive,0.0,0.382,0.618,0.8658,positive
Bass is deep and rich!,4.0,positive,0.0,0.507,0.493,0.5983,positive
Great sound quality and very comfortable!,4.0,positive,0.0,0.334,0.666,0.8395,positive
Great sound quality and very comfortable!,5.0,positive,0.0,0.334,0.666,0.8395,positive
Connectivity is fast and stable.,5.0,positive,0.0,0.645,0.355,0.296,positive
Noise cancellation barely works.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Connectivity keeps dropping.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Noise cancellation barely works.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Design feels cheap.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Charging case scratches easily.,0.0,negative,0.0,0.556,0.444,0.34,positive
Design feels cheap.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Noise cancellation barely works.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Battery drains too fast.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Charging case scratches easily.,2.0,negative,0.0,0.556,0.444,0.34,positive
Bass is too weak.,1.0,negative,0.492,0.508,0.0,-0.4404,negative
Charging case scratches easily.,0.0,negative,0.0,0.556,0.444,0.34,positive
Touch controls feel unresponsive.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Sound quality is disappointing.,1.0,negative,0.516,0.484,0.0,-0.4939,negative
Design feels cheap.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Touch controls feel unresponsive.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Hurt my ears after long use.,1.0,negative,0.405,0.595,0.0,-0.5267,negative
Design feels cheap.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Bass is too weak.,1.0,negative,0.492,0.508,0.0,-0.4404,negative
Sound quality is disappointing.,1.0,negative,0.516,0.484,0.0,-0.4939,negative
Design feels cheap.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Sound quality is disappointing.,1.0,negative,0.516,0.484,0.0,-0.4939,negative
Battery drains too fast.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Connectivity keeps dropping.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Hurt my ears after long use.,0.0,negative,0.405,0.595,0.0,-0.5267,negative
Design feels cheap.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Sound quality is disappointing.,1.0,negative,0.516,0.484,0.0,-0.4939,negative
Battery drains too fast.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Bass is too weak.,0.0,negative,0.492,0.508,0.0,-0.4404,negative
Battery drains too fast.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Charging case scratches easily.,1.0,negative,0.0,0.556,0.444,0.34,positive
Bass is too weak.,1.0,negative,0.492,0.508,0.0,-0.4404,negative
Connectivity keeps dropping.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Touch controls feel unresponsive.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Battery drains too fast.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Hurt my ears after long use.,2.0,negative,0.405,0.595,0.0,-0.5267,negative
Noise cancellation barely works.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Bass is too weak.,2.0,negative,0.492,0.508,0.0,-0.4404,negative
They fall out of my ears often.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Sound quality is disappointing.,0.0,negative,0.516,0.484,0.0,-0.4939,negative
Sound quality is disappointing.,1.0,negative,0.516,0.484,0.0,-0.4939,negative
