product_name,opinion_id,sentiment,opinion,score,date,sntiment,product_name;opinion_id;sentiment;opinion(text);date,product_name;opinion_id;sentiment;opinion;score;date,Product Name,Opinion ID,Sentiment,Opinion,Score,statement
,,,,,,,,,Mazda MX-5,187.0,negative,Tire wear can be high depending on driving style.,2.0,
,,,,,,,,,Mazda MX-5,188.0,negative,Oil consumption can increase with spirited driving.,2.0,
,,,,,,,,,Mazda MX-5,189.0,negative,Tiny glove compartment with limited functionality.,3.0,
,,,,,,,,,Mazda MX-5,190.0,negative,Not ideal for long winter storage.,2.0,
,,,,,,,,,Mazda MX-5,191.0,negative,Some drivers find the clutch engagement point vague.,2.0,
,,,,,,,,,Mazda MX-5,192.0,negative,Accessories and add-ons can become costly.,2.0,
,,,,,,,,,Mazda MX-5,193.0,negative,Factory brakes may not satisfy aggressive drivers.,2.0,
,,,,,,,,,Mazda MX-5,194.0,negative,Not built for luxury ride comfort.,3.0,
,,,,,,,,,Mazda MX-5,195.0,negative,Rear-drive in wet conditions can be tricky.,2.0,
,,,,,,,,,Mazda MX-5,196.0,negative,It lacks serious straight-line acceleration.,2.0,
,,,,,,,,,Mazda MX-5,197.0,negative,The interior is extremely tight for storage.,3.0,
,,,,,,,,,Mazda MX-5,198.0,negative,It doesn’t isolate you from the road — every bump is felt.,2.0,
,,,,,,,,,Mazda MX-5,199.0,negative,The drivetrain drones on long highway drives.,2.0,
,,,,,,,,,Mazda MX-5,200.0,negative,"Ultimately prioritizes fun over functionality, limiting its use case.",2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,1.0,positive,It pioneered a unique form of noble democracy in Europe.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,2.0,positive,The Commonwealth fostered significant religious tolerance for its era.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,3.0,positive,It was one of the largest political entities of 16th-century Europe.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,4.0,positive,The Commonwealth promoted intellectual exchange across its territories.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,5.0,positive,Its parliamentary system inspired later democratic ideas.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,6.0,positive,Polish and Lithuanian elites cooperated successfully for centuries.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,7.0,positive,It served as a cultural bridge between Western and Eastern Europe.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,8.0,positive,The Commonwealth allowed relatively free movement of goods and people.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,9.0,positive,It produced a thriving literary and philosophical tradition.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,10.0,positive,The political union created a long period of relative peace internally.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,11.0,positive,Many cities in the Commonwealth became vibrant trade centers.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,12.0,positive,It nurtured the growth of universities like Kraków and Vilnius.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,13.0,positive,There was a high degree of legal protection for nobles.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,14.0,positive,The Commonwealth acted as a strong buffer against external powers for centuries.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,15.0,positive,Its noble class enjoyed unprecedented political participation.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,16.0,positive,Some minority groups experienced legal protections uncommon in Europe at the time.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,17.0,positive,"It developed distinctive art, architecture, and cultural styles.",4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,18.0,positive,The Commonwealth participated in major European diplomacy.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,19.0,positive,The state’s constitution limited absolute monarchy.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,20.0,positive,Its postal system facilitated communication between regions.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,21.0,positive,It nurtured a unique and diverse noble culture.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,22.0,positive,The Lithuanian and Polish partnership proved long-lasting and resilient.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,23.0,positive,Its armies were often formidable and innovative.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,24.0,positive,The Commonwealth repelled multiple invasions across centuries.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,25.0,positive,It stood as a counterbalance to the rise of Muscovy and later Russia.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,26.0,positive,"The Commonwealth’s cavalry, especially winged hussars, became legendary.",5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,27.0,positive,It fostered trade routes across the Baltic and Black Sea regions.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,28.0,positive,The legal tradition of the Commonwealth influenced later European law.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,29.0,positive,People enjoyed a relatively open intellectual climate compared with neighbors.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,30.0,positive,It produced influential statesmen and thinkers.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,31.0,positive,The state successfully integrated various ethnic groups for centuries.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,32.0,positive,Its urban centers enjoyed cultural diversity and autonomy.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,33.0,positive,The Commonwealth’s architecture blended multiple cultural influences.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,34.0,positive,"Catholic, Orthodox, Protestant, and Jewish communities coexisted.",4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,35.0,positive,Its legal protections for Jews were notable for the time.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,36.0,positive,The Commonwealth contributed greatly to European scholarship.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,37.0,positive,Its literary culture left a strong legacy.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,38.0,positive,The szlachta played a key role in shaping civic institutions.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,39.0,positive,It maintained its identity despite being surrounded by major empires.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,40.0,positive,The Commonwealth helped spread Renaissance ideas in the region.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,41.0,positive,It produced major works of religious-philosophical thought.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,42.0,positive,Its cities attracted settlers from across Europe.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,43.0,positive,It created a sense of shared civic identity among nobles.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,44.0,positive,The Commonwealth nurtured a vibrant musical tradition.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,45.0,positive,It produced significant contributions to cartography and geography.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,46.0,positive,Its legal system emphasized contractual monarchy.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,47.0,positive,The Commonwealth fostered inter-regional trade growth.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,48.0,positive,Its court culture was elaborate and refined.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,49.0,positive,It stood as a bastion of noble freedoms.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,50.0,positive,The Union of Lublin marked a historic step in political cooperation.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,51.0,positive,The Commonwealth’s political memory influences Poland and Lithuania today.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,52.0,positive,It cultivated a strong tradition of diplomatic negotiation.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,53.0,positive,The state welcomed foreign scholars and artisans.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,54.0,positive,It preserved continuity across diverse linguistic communities.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,55.0,positive,Its role in European politics was significant for centuries.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,56.0,positive,The Commonwealth helped protect Central Europe from Ottoman expansion.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,57.0,positive,The state integrated previously distinct territories under one polity.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,58.0,positive,Its religious policies allowed for coexistence rather than enforced uniformity.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,59.0,positive,It was home to a flourishing Jewish intellectual culture.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,60.0,positive,Many national identities today trace roots to the Commonwealth.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,61.0,positive,It produced vibrant folk traditions preserved into modern times.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,62.0,positive,The Commonwealth maintained lively intellectual salons and circles.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,63.0,positive,Its political structure limited autocracy and elevated civic debate.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,64.0,positive,It contributed to the rich heritage of Central-Eastern European cuisine.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,65.0,positive,The Commonwealth played a role in scientific development.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,66.0,positive,Its nobles frequently patronized the arts.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,67.0,positive,It produced a strong tradition of military innovation.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,68.0,positive,The winged hussars became a symbol of national pride.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,69.0,positive,The Commonwealth’s legal reforms helped shape later democratic institutions.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,70.0,positive,"It facilitated cross-cultural exchange between Slavic, Baltic, and Jewish communities.",4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,71.0,positive,The state promoted linguistic diversity rather than suppressing it.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,72.0,positive,Its political memory influenced early American political thinkers.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,73.0,positive,It was admired by some Enlightenment philosophers.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,74.0,positive,People enjoyed significant personal freedoms for the time period.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,75.0,positive,The Commonwealth benefited from continental trade networks.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,76.0,positive,Its cities thrived as cultural hubs.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,77.0,positive,Its noble republic represented a unique experiment in governance.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,78.0,positive,The Commonwealth nurtured a rich chivalric tradition.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,79.0,positive,"It developed important agricultural exports, like grain.",4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,80.0,positive,The region produced exceptional craftsmanship.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,81.0,positive,Its courts contributed to serious discourse on law and justice.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,82.0,positive,The Commonwealth fostered religious debate and open theological discussion.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,83.0,positive,Humanistic studies flourished within its borders.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,84.0,positive,Many poets and writers celebrated its political ideals.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,85.0,positive,It enabled the growth of early proto-constitutionalism.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,86.0,positive,Its decentralized governance allowed local autonomy.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,87.0,positive,The Commonwealth cultivated loyalty through shared noble identity.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,88.0,positive,Its artisans produced globally admired goods.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,89.0,positive,The academic world of the Commonwealth was highly respected.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,90.0,positive,It helped sustain a pluralistic society in pre-modern Europe.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,91.0,positive,Its armies secured numerous tactical victories.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,92.0,positive,The Commonwealth's existence slowed the territorial expansion of rival empires.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,93.0,positive,Its partnership created enduring historical ties between Poland and Lithuania.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,94.0,positive,Its legacy remains celebrated in modern historical discourse.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,95.0,positive,The Commonwealth contributed to Europe’s cultural and intellectual richness.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,96.0,positive,It represented a noteworthy example of trans-national cooperation.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,97.0,positive,Its historical memory remains a source of regional pride.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,98.0,positive,Its ideals continue to influence modern discussions of liberty and governance.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,99.0,positive,It offers valuable lessons in federal political systems.,4.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,100.0,positive,Its legacy continues to inspire historians and political theorists.,5.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,101.0,negative,The political power of the nobility severely weakened central authority.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,102.0,negative,The liberum veto often paralyzed legislative decision-making.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,103.0,negative,The Commonwealth suffered from chronic political gridlock.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,104.0,negative,Its government was slow and inefficient.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,105.0,negative,"Power was excessively concentrated among elites, excluding common people.",2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,106.0,negative,Peasants had limited rights and lived under serfdom.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,107.0,negative,The state lacked a professional standing army.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,108.0,negative,It became vulnerable to foreign manipulation.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,109.0,negative,Internal divisions weakened its long-term stability.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,110.0,negative,Regional magnates gained too much influence.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,111.0,negative,Elective monarchy enabled outside bribery in succession.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,112.0,negative,Corruption became widespread among political elites.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,113.0,negative,The Commonwealth struggled to modernize in time.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,114.0,negative,Its decentralized governance allowed local abuses of power.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,115.0,negative,Ethnic and religious groups sometimes faced discrimination despite tolerance ideals.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,116.0,negative,The state failed to adequately tax its population.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,117.0,negative,Economic reforms were slow and incomplete.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,118.0,negative,Military resources were often insufficient in wartime.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,119.0,negative,It suffered devastating invasions such as the Swedish Deluge.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,120.0,negative,The Commonwealth lost land due to weak diplomacy.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,121.0,negative,Rising neighbors exploited its vulnerabilities.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,122.0,negative,The noble democracy neglected commoners entirely.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,123.0,negative,Peasant uprisings indicated deep class tensions.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,124.0,negative,The state lacked strong infrastructure development.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,125.0,negative,Its educational system did not keep pace with modern innovations.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,126.0,negative,The government failed to prevent internal corruption.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,127.0,negative,Regional autonomy sometimes undermined national cohesion.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,128.0,negative,Trade policies were uneven and inconsistent.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,129.0,negative,Religious harmony occasionally broke down into conflict.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,130.0,negative,Foreign mercenaries were often needed in battle.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,131.0,negative,The Commonwealth failed to industrialize early.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,132.0,negative,Its armed forces suffered from logistical challenges.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,133.0,negative,Fiscal irresponsibility plagued the treasury.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,134.0,negative,Poor governance led to declining military readiness.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,135.0,negative,Many nobles resisted necessary reforms.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,136.0,negative,The Commonwealth became backward compared to Western Europe.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,137.0,negative,Too many privileges were granted to the nobility.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,138.0,negative,The state did not adequately support urban development.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,139.0,negative,It failed to manage the rise of powerful neighbors like Russia and Prussia.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,140.0,negative,The political system proved unsustainable over time.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,141.0,negative,Its fall resulted in partition and loss of sovereignty.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,142.0,negative,Noble infighting drained energy and resources.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,143.0,negative,The Commonwealth failed to contain Cossack revolts.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,144.0,negative,Some regions suffered under poor local governance.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,145.0,negative,The borders became difficult to defend in later years.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,146.0,negative,Its diplomatic influence declined sharply in the 18th century.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,147.0,negative,The state became overly reliant on foreign alliances.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,148.0,negative,Legal protections were unevenly applied.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,149.0,negative,Rural poverty persisted throughout its existence.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,150.0,negative,Some minorities faced social and economic disadvantages.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,151.0,negative,It lacked an effective administrative bureaucracy.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,152.0,negative,Monarchs had limited power to enact reforms.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,153.0,negative,The nobles frequently obstructed national initiatives.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,154.0,negative,Poor roads and infrastructure hindered trade.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,155.0,negative,The Commonwealth was slow to adapt Enlightenment reforms.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,156.0,negative,Many nobles preferred luxury over civic responsibility.,2.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,157.0,negative,Opportunistic foreign powers undermined its sovereignty.,1.0,
,,,,,,,,,Polish-Lithuanian Commonwealth,158.0,negative,Unchecked noble privilege became a systemic weakness.,1.0,
